Age,Height(cm),Weight(kg),Running Speed(km/h),Calories Burned,Running Time(min)
35,169,67,13.5,350.0,24
46,162,59,10.5,1012.6,95
44,169,71,10.5,1535.5,120
51,151,55,10.5,435.2,44
59,184,95,13.5,1235.2,58
27,168,94,8.0,929.9,69
47,186,61,10.5,946.1,85
55,155,95,13.5,672.3,32
52,163,97,13.5,2058.7,97
46,153,58,10.5,940.6,93
39,171,71,13.5,1809.1,117
35,188,62,10.5,1126.7,100
28,185,72,13.5,844.7,53
31,183,95,8.0,741.5,56
47,176,91,13.5,1405.5,68
59,156,91,10.5,701.8,44
53,152,48,8.0,218.0,34
53,182,51,10.5,1030.0,110
31,151,89,13.5,1084.7,56
45,165,79,8.0,1153.9,103
59,174,92,8.0,1322.8,101
42,164,53,13.5,218.5,19
18,173,52,8.0,480.3,64
36,164,96,8.0,729.5,55
31,180,89,8.0,1346.8,108
20,163,61,10.5,573.8,53
38,163,61,10.5,758.3,71
54,155,93,8.0,1302.5,105
39,163,77,13.5,1261.0,71
42,166,76,13.5,2068.8,120
27,167,52,10.5,446.4,51
44,169,63,13.5,303.6,21
18,166,82,8.0,219.9,19
24,165,47,13.5,988.2,93
45,189,49,10.5,534.6,65
27,188,57,10.5,1179.4,120
53,181,91,8.0,264.5,22
34,158,90,10.5,1100.0,70
30,176,75,10.5,1188.3,87
26,182,99,10.5,411.6,25
51,159,60,13.5,474.7,36
25,166,94,10.5,1897.6,112
51,185,76,13.5,1837.6,113
27,166,66,10.5,999.6,91
28,167,73,10.5,322.9,25
19,172,66,13.5,1130.7,74
55,183,87,13.5,2212.8,110
30,157,47,8.0,802.0,120
44,162,98,8.0,387.7,29
27,172,54,13.5,656.0,52
55,169,86,10.5,214.8,15
41,171,65,8.0,529.4,60
37,172,60,13.5,1354.6,102
26,184,56,13.5,694.2,57
59,152,46,10.5,934.3,118
31,183,85,13.5,694.4,36
35,182,68,8.0,160.2,17
38,166,79,10.5,380.1,28
37,168,74,13.5,273.0,16
48,179,74,13.5,1275.6,75
39,172,91,10.5,716.5,46
29,164,79,10.5,706.2,52
21,163,63,10.5,1197.8,111
20,151,94,8.0,751.2,60
44,188,52,8.0,413.0,56
30,167,70,13.5,300.7,20
24,155,93,13.5,1110.7,55
25,181,84,10.5,1652.0,117
51,170,51,13.5,462.1,39
53,189,74,13.5,1779.8,112
37,177,51,10.5,226.8,25
34,176,47,8.0,713.6,115
49,151,45,8.0,352.2,55
24,182,80,8.0,979.5,85
33,165,69,13.5,1100.8,71
59,188,81,10.5,876.4,60
47,171,45,8.0,635.3,100
50,162,59,13.5,847.4,62
22,151,81,10.5,1120.6,77
38,163,57,8.0,405.6,53
30,187,84,8.0,278.9,24
19,177,52,10.5,942.4,99
28,156,49,13.5,911.6,84
52,167,53,13.5,986.4,79
28,185,45,8.0,703.0,112
18,185,80,10.5,1018.1,73
18,153,79,13.5,1661.1,92
31,179,46,10.5,415.2,50
39,173,84,10.5,596.3,41
45,169,67,8.0,768.7,87
33,180,53,10.5,653.3,69
48,173,78,10.5,1198.9,84
23,156,90,10.5,1738.2,109
46,175,58,13.5,1201.1,95
44,162,48,8.0,433.7,67
30,157,74,8.0,788.6,74
46,154,75,10.5,936.5,75
33,162,82,10.5,721.0,50
48,178,55,13.5,1183.3,99
22,169,79,8.0,438.3,41
40,163,52,13.5,631.1,55
22,181,47,8.0,265.4,42
43,176,58,13.5,402.9,30
34,174,57,10.5,480.6,49
40,153,89,13.5,985.8,50
53,170,76,10.5,926.6,70
40,167,78,8.0,1268.3,113
54,188,89,8.0,413.9,33
50,164,63,10.5,748.5,71
56,187,82,8.0,1071.2,99
31,173,60,13.5,638.7,47
27,157,46,10.5,309.4,37
38,177,84,8.0,878.9,77
40,170,61,13.5,1123.8,84
17,165,99,13.5,2511.1,110
34,165,78,8.0,392.4,36
28,184,86,8.0,969.9,81
59,166,60,13.5,1472.0,113
44,158,82,10.5,1305.2,94
56,184,46,8.0,746.9,120
23,178,46,8.0,450.9,73
39,188,70,10.5,500.3,39
37,167,57,10.5,294.3,31
50,161,91,8.0,675.6,53
27,168,75,10.5,1196.5,91
38,171,78,13.5,1827.4,106
58,164,83,13.5,1726.5,89
51,150,47,13.5,946.4,88
45,151,52,8.0,400.2,53
58,157,67,10.5,430.8,38
44,171,58,13.5,650.6,52
34,174,99,10.5,1703.4,102
30,151,71,13.5,1732.3,111
34,158,98,10.5,1615.7,95
44,158,73,13.5,1208.5,71
40,162,83,13.5,1059.7,58
24,155,97,13.5,1136.6,50
58,179,83,13.5,2102.4,113
24,164,45,13.5,863.0,84
20,164,61,13.5,1259.8,94
43,156,85,13.5,1089.6,59
52,160,74,13.5,1830.1,106
21,189,97,13.5,2495.8,119
49,187,57,10.5,1127.3,110
50,189,65,10.5,458.7,40
46,151,63,8.0,225.7,25
24,188,97,13.5,1471.8,66
55,159,63,10.5,420.6,39
42,166,69,10.5,547.4,45
53,156,66,10.5,1087.8,99
50,189,75,10.5,772.5,59
23,188,61,10.5,828.9,81
56,153,99,10.5,1548.2,90
44,184,67,8.0,481.0,54
55,185,76,10.5,834.3,60
55,180,54,8.0,509.1,68
44,174,54,8.0,427.8,55
30,162,80,13.5,1765.4,103
54,167,52,13.5,1126.8,95
20,170,98,13.5,1124.5,52
58,150,96,10.5,1902.1,114
34,185,64,13.5,746.9,50
41,157,76,10.5,1352.0,97
23,170,94,10.5,929.9,58
54,170,58,13.5,968.1,71
44,176,94,13.5,1723.9,80
21,168,72,8.0,988.9,95
19,172,90,8.0,551.2,44
47,184,96,10.5,421.8,24
58,189,97,10.5,1993.5,113
36,154,68,13.5,1104.9,75
35,157,59,13.5,1002.8,77
27,160,66,8.0,444.8,50
56,165,74,13.5,1140.4,68
19,188,48,10.5,960.6,111
39,173,57,13.5,1039.5,79
23,170,67,8.0,909.9,96
39,172,52,10.5,161.8,18
23,187,62,8.0,570.5,69
50,157,56,8.0,511.5,68
58,156,99,10.5,1863.1,105
35,151,75,8.0,1031.0,103
25,179,58,13.5,989.7,78
34,162,78,13.5,1846.3,106
57,172,62,8.0,295.5,36
58,178,78,13.5,2045.5,120
41,187,55,8.0,286.3,39
30,186,85,13.5,1898.9,95
41,169,56,8.0,548.1,73
35,182,93,13.5,1539.4,71
55,178,59,10.5,675.1,68
31,164,75,10.5,789.4,58
32,172,93,13.5,1394.8,66
43,152,73,8.0,940.6,90
56,186,70,13.5,489.9,30
26,178,62,8.0,995.8,115
20,157,76,13.5,534.4,30
35,171,66,13.5,1422.8,95
44,178,82,10.5,1011.2,69
37,151,61,8.0,627.6,75
30,150,67,8.0,1052.1,109
49,169,68,8.0,903.2,93
26,170,94,8.0,1143.9,91
35,186,52,8.0,391.4,54
46,157,85,10.5,1623.9,105
38,176,50,13.5,405.3,35
19,184,49,8.0,567.3,80
53,155,88,8.0,260.6,22
57,168,73,13.5,1944.9,120
34,167,72,10.5,1071.8,85
27,150,55,10.5,224.8,24
18,174,45,10.5,553.2,71
28,176,87,13.5,353.7,18
22,156,63,13.5,783.0,57
59,178,53,10.5,1076.9,119
56,180,71,10.5,1363.3,114
45,185,78,13.5,2025.5,113
46,168,88,10.5,1169.4,77
18,155,48,8.0,367.9,57
25,174,80,13.5,1459.1,81
18,180,62,10.5,996.6,96
45,158,59,8.0,553.0,65
49,169,95,13.5,1465.5,70
26,159,57,13.5,759.3,57
50,186,63,8.0,331.1,38
24,176,93,13.5,2382.3,110
53,162,50,10.5,409.4,48
49,151,92,13.5,1462.0,73
22,170,56,10.5,162.3,16
56,182,95,8.0,204.2,16
35,173,81,8.0,275.5,24
48,183,61,13.5,499.9,37
43,158,67,8.0,275.5,29
17,151,70,8.0,907.0,90
59,179,73,13.5,533.7,31
49,171,77,10.5,1275.5,96
56,160,71,13.5,441.4,28
48,166,69,13.5,1545.9,95
21,185,99,10.5,1669.5,93
33,162,54,10.5,811.8,90
24,156,91,10.5,481.3,30
58,165,67,13.5,671.3,46
50,182,65,10.5,441.7,37
25,150,65,8.0,1005.4,116
39,160,87,10.5,735.1,48
51,155,57,8.0,897.7,112
23,169,81,10.5,443.8,30
31,184,77,8.0,529.0,48
36,186,68,8.0,1081.8,118
41,175,88,8.0,1042.2,85
19,161,55,8.0,373.8,47
40,179,61,8.0,708.3,82
50,177,48,10.5,487.8,57
38,176,91,13.5,1637.8,78
27,168,69,13.5,1296.2,85
24,154,74,13.5,545.0,32
55,154,53,13.5,951.7,82
59,176,65,13.5,1089.0,75
51,177,64,8.0,818.7,89
54,175,63,10.5,356.8,34
24,176,63,8.0,216.0,25
53,170,56,10.5,890.1,93
43,150,81,10.5,824.9,60
44,177,86,10.5,1213.6,78
56,164,61,10.5,1034.1,95
50,166,81,13.5,1962.1,112
48,175,98,10.5,1542.6,90
31,169,92,10.5,1925.6,120
33,174,83,13.5,756.3,42
49,162,72,8.0,636.0,62
32,182,85,8.0,568.5,49
45,174,79,8.0,246.7,22
25,157,91,8.0,1281.1,105
49,154,92,10.5,568.9,36
45,155,62,13.5,508.6,38
29,172,58,13.5,1006.8,80
37,179,79,8.0,1236.8,109
37,163,88,13.5,1902.6,100
21,172,85,10.5,1113.3,78
26,160,51,8.0,581.9,79
22,180,85,10.5,422.6,28
29,155,57,10.5,373.5,39
17,160,62,10.5,1295.2,114
36,162,81,10.5,1558.9,114
24,161,57,10.5,1218.6,119
26,151,80,8.0,179.4,17
25,184,75,10.5,252.5,19
57,185,46,8.0,505.1,79
19,166,60,13.5,891.2,68
27,177,53,10.5,310.5,33
28,177,53,10.5,1041.6,111
26,171,82,13.5,2280.1,120
41,187,55,8.0,536.8,68
41,156,98,10.5,1854.1,108
27,164,66,13.5,1335.2,90
52,181,77,13.5,420.9,24
55,160,80,10.5,1603.9,112
42,173,89,8.0,364.0,30
30,152,67,8.0,1094.2,118
55,179,89,10.5,942.5,60
56,155,89,13.5,903.1,43
17,151,78,10.5,399.3,29
20,163,53,8.0,442.0,62
46,167,68,13.5,385.9,25
28,180,52,10.5,450.8,48
51,162,51,13.5,594.3,50
29,175,80,8.0,501.6,44
47,161,62,8.0,1006.8,113
54,167,47,8.0,556.3,87
59,158,72,10.5,1210.5,96
39,170,50,13.5,381.6,33
20,189,88,10.5,1759.4,117
32,173,88,10.5,1246.6,82
23,183,65,10.5,987.1,84
38,157,72,10.5,608.2,47
45,182,84,13.5,2177.0,110
27,172,98,13.5,2175.5,94
49,162,98,10.5,1486.8,89
45,163,45,10.5,294.9,36
55,163,80,8.0,530.9,50
28,165,65,8.0,339.7,37
23,187,87,13.5,1465.1,77
55,188,79,8.0,428.4,40
58,175,57,13.5,991.4,74
42,175,93,13.5,2226.8,109
56,150,98,13.5,2400.2,107
25,181,98,8.0,249.3,19
57,164,54,8.0,487.3,68
50,170,97,13.5,1116.7,52
29,167,88,13.5,1523.5,76
52,179,91,10.5,605.4,39
41,162,97,13.5,2395.6,112
40,173,54,13.5,322.5,26
33,179,90,10.5,544.5,36
18,151,57,13.5,293.4,23
29,168,81,13.5,1864.9,98
47,174,82,13.5,785.2,43
45,163,68,10.5,685.7,58
44,155,46,8.0,697.1,107
43,161,66,13.5,625.8,41
31,169,61,10.5,756.4,69
47,172,80,13.5,1795.1,95
56,179,58,10.5,184.6,19
31,179,54,13.5,840.6,66
49,187,79,10.5,390.1,27
36,179,69,8.0,553.3,56
58,179,47,8.0,187.7,29
28,185,91,8.0,1214.1,93
53,183,82,13.5,573.9,32
25,165,61,10.5,703.1,64
39,173,56,13.5,195.3,16
24,163,98,13.5,2297.3,101
48,175,96,10.5,458.8,27
30,157,68,13.5,1204.2,82
43,163,73,10.5,810.1,61
41,180,87,10.5,1580.4,103
29,151,69,8.0,862.8,89
37,153,80,8.0,692.9,64
47,150,70,8.0,1205.2,120
53,169,82,10.5,374.8,26
59,163,45,8.0,166.7,27
21,189,64,10.5,258.5,23
29,174,99,13.5,1659.1,73
44,174,72,8.0,599.1,59
59,152,60,10.5,1200.7,116
41,154,91,10.5,1322.4,84
51,187,61,10.5,612.3,57
55,175,84,10.5,1348.5,88
23,189,72,8.0,377.6,37
54,187,56,8.0,712.5,93
48,187,71,8.0,570.0,59
19,153,98,10.5,636.0,37
55,156,97,13.5,2670.6,118
53,179,86,10.5,1645.7,115
38,179,91,13.5,1003.5,48
24,168,74,8.0,300.8,30
33,188,85,10.5,1112.0,77
43,184,78,10.5,844.0,65
49,189,81,8.0,1386.3,119
33,182,50,10.5,419.1,46
58,182,51,13.5,570.5,52
28,163,76,13.5,2022.2,118
43,187,76,13.5,1155.4,70
24,159,97,10.5,1445.4,83
39,177,69,10.5,380.5,31
58,163,77,13.5,1697.4,100
45,185,99,10.5,883.1,53
36,187,51,13.5,652.0,55
32,165,96,8.0,837.7,62
33,170,56,13.5,1149.9,96
32,177,60,8.0,353.1,42
35,182,60,8.0,778.7,91
24,155,87,8.0,777.2,64
54,164,97,13.5,2599.3,120
54,152,80,13.5,272.3,15
45,184,57,10.5,646.0,64
57,163,51,10.5,298.6,33
52,151,80,8.0,1297.4,112
42,178,91,13.5,1446.6,73
47,153,95,10.5,1380.0,82
28,175,53,10.5,727.8,81
33,161,76,10.5,710.3,55
31,151,55,13.5,302.0,24
25,166,52,10.5,398.1,42
55,184,77,8.0,493.8,48
58,159,67,13.5,835.9,53
28,171,69,10.5,1150.1,97
48,170,52,10.5,1080.1,120
41,164,89,13.5,1353.2,70
55,184,66,10.5,771.1,66
34,170,48,10.5,966.8,114
31,170,84,8.0,196.4,17
48,170,47,13.5,390.3,37
22,181,73,10.5,400.9,31
59,154,85,13.5,1639.2,85
51,188,73,13.5,648.7,40
50,158,78,8.0,358.5,32
54,167,78,8.0,658.3,60
21,170,72,13.5,1320.7,84
34,157,57,8.0,348.4,45
32,183,59,8.0,898.4,107
24,159,67,10.5,259.0,23
41,173,88,8.0,611.4,49
48,189,70,8.0,906.9,95
42,173,48,10.5,624.8,74
38,181,70,10.5,1078.3,90
47,182,84,13.5,1526.1,77
59,187,53,8.0,869.7,114
26,183,99,10.5,1192.4,66
28,160,49,8.0,407.0,62
44,180,76,13.5,1326.3,75
22,167,64,8.0,337.6,38
36,172,94,8.0,1168.1,88
21,171,55,8.0,532.3,72
39,167,59,10.5,822.4,78
25,189,76,10.5,609.4,44
45,188,72,13.5,680.4,43
32,169,66,8.0,1039.7,117
38,162,85,13.5,440.8,24
24,150,61,13.5,710.5,53
36,153,70,10.5,848.3,69
30,173,88,8.0,528.3,42
55,185,51,8.0,220.8,32
53,185,86,13.5,1077.1,55
50,151,70,8.0,918.0,95
27,177,69,10.5,1052.0,89
56,175,54,13.5,960.8,79
49,172,89,13.5,1839.2,95
47,164,63,10.5,1274.4,114
50,185,55,10.5,1055.1,114
23,176,57,10.5,612.3,60
39,155,97,10.5,1215.7,74
23,184,52,10.5,219.7,23
41,188,84,10.5,895.4,59
19,187,48,13.5,786.7,74
54,184,91,8.0,524.8,42
36,185,75,8.0,1123.9,111
50,159,72,13.5,282.8,17
46,179,55,8.0,488.6,65
33,187,87,8.0,271.5,22
26,178,45,13.5,809.5,84
51,188,93,8.0,904.9,73
36,153,91,8.0,931.4,75
34,154,96,13.5,1494.4,72
43,153,82,8.0,962.5,84
52,185,68,10.5,1216.1,107
39,165,98,13.5,2627.0,115
48,174,91,8.0,335.8,26
26,163,75,8.0,231.9,23
27,160,85,10.5,1767.3,119
54,178,90,13.5,1269.6,63
22,183,94,13.5,2097.7,97
57,171,70,8.0,297.2,31
50,163,93,10.5,1055.0,68
52,173,94,10.5,932.5,58
53,188,49,10.5,393.1,46
33,175,64,10.5,574.8,49
56,185,96,10.5,1604.5,92
56,188,85,10.5,907.3,63
28,165,55,13.5,860.3,68
37,187,98,8.0,424.5,30
56,181,77,8.0,1002.7,99
35,155,94,10.5,437.1,26
19,183,82,13.5,1874.2,102
34,157,71,13.5,1821.4,112
35,179,78,10.5,303.5,22
22,176,59,8.0,299.5,35
32,156,76,10.5,807.2,62
24,176,65,13.5,331.0,22
34,174,90,10.5,643.9,42
59,164,49,8.0,633.1,94
55,174,50,8.0,173.9,24
28,171,82,13.5,1250.1,66
26,167,66,10.5,328.8,29
23,161,62,10.5,197.6,18
17,172,58,13.5,1296.1,104
52,188,54,10.5,858.3,93
37,174,90,13.5,2358.9,114
53,159,57,10.5,1104.9,110
40,179,75,8.0,786.1,76
41,159,74,13.5,1968.3,116
23,183,47,10.5,146.5,18
58,162,74,10.5,678.5,55
33,178,50,10.5,756.8,87
45,187,73,13.5,1930.7,113
46,158,52,8.0,514.0,69
23,162,88,10.5,640.9,42
49,186,89,13.5,2192.8,115
23,163,87,10.5,941.4,61
40,186,88,8.0,286.7,23
27,158,77,8.0,166.9,16
25,157,61,8.0,681.9,81
28,188,92,13.5,1346.5,62
51,189,55,10.5,805.0,83
20,152,57,13.5,1111.8,88
52,189,94,10.5,699.7,42
44,182,55,13.5,1114.0,93
29,181,75,10.5,356.4,28
39,156,72,13.5,1013.3,60
35,168,88,10.5,1514.8,101
58,183,50,13.5,298.0,27
53,163,85,8.0,354.3,30
55,168,60,13.5,1516.3,108
40,175,48,8.0,368.7,54
32,166,79,8.0,897.0,86
49,177,92,10.5,1559.0,95
28,168,70,8.0,426.2,44
50,176,56,8.0,734.1,95
23,168,55,10.5,1108.5,113
27,182,81,13.5,1396.0,79
47,156,69,13.5,1171.6,72
45,178,62,8.0,887.5,102
29,154,63,13.5,867.0,62
47,179,67,8.0,589.8,63
18,157,99,13.5,2229.3,103
55,161,82,13.5,299.2,16
31,162,98,13.5,2164.0,103
27,175,62,8.0,236.3,28
50,167,70,10.5,1468.7,117
55,169,50,13.5,1287.2,111
20,165,48,13.5,326.5,31
27,186,88,13.5,894.5,45
45,152,95,8.0,316.3,24
18,176,73,10.5,1064.7,84
32,164,78,8.0,1228.1,117
55,183,61,13.5,1442.4,103
29,171,87,8.0,1361.5,116
53,189,87,13.5,1039.4,51
33,172,97,13.5,1707.2,78
37,153,60,8.0,378.7,44
35,172,46,13.5,486.4,48
23,158,78,13.5,578.8,32
54,173,99,10.5,1698.9,102
24,170,52,8.0,568.7,77
29,165,57,8.0,491.1,63
53,174,86,13.5,1350.4,70
18,175,52,13.5,1187.6,105
57,158,74,8.0,701.6,72
27,164,76,8.0,438.2,41
40,188,80,8.0,770.3,69
22,182,91,13.5,2424.9,117
42,150,74,10.5,1250.6,99
23,154,45,10.5,253.1,33
55,158,87,13.5,2365.9,117
35,155,83,13.5,709.0,37
22,177,61,13.5,1579.6,117
59,175,64,8.0,547.5,61
45,177,68,13.5,1469.6,93
59,189,94,8.0,1080.7,80
55,164,66,10.5,1240.7,113
18,155,73,13.5,1101.1,65
35,176,66,13.5,1433.5,98
20,187,88,8.0,522.4,42
22,153,53,8.0,513.9,71
53,160,81,8.0,815.3,72
44,170,54,10.5,278.1,29
46,179,80,10.5,416.0,30
23,167,81,13.5,2025.6,111
25,184,72,13.5,1010.6,61
41,152,72,8.0,765.1,77
49,161,86,10.5,372.3,26
17,176,87,13.5,2178.7,117
22,179,65,8.0,1069.0,117
34,170,68,8.0,554.8,57
26,187,86,10.5,1517.0,98
44,170,84,10.5,620.1,43
27,187,46,13.5,650.2,63
49,189,99,13.5,368.6,17
17,164,52,8.0,626.3,83
29,167,92,8.0,919.2,74
53,178,71,8.0,779.2,80
36,187,66,13.5,1527.0,101
17,170,81,10.5,1529.6,104
19,166,71,13.5,610.3,40
34,167,73,10.5,1064.3,85
57,186,47,13.5,937.0,88
30,187,88,13.5,1662.8,83
47,161,57,10.5,582.3,61
43,160,89,13.5,1831.8,90
33,169,54,13.5,1340.3,110
45,158,80,8.0,640.0,56
52,150,53,10.5,405.8,45
53,152,98,10.5,598.6,36
42,170,99,8.0,437.0,31
33,172,71,10.5,1242.5,98
38,158,78,8.0,377.6,34
41,168,95,10.5,376.1,22
18,168,45,10.5,847.1,112
38,172,76,10.5,819.3,63
21,176,69,10.5,1190.3,101
20,176,73,8.0,547.9,52
52,188,51,8.0,472.1,67
22,185,93,10.5,657.0,42
37,161,47,13.5,942.1,91
29,176,64,8.0,394.9,43
53,183,64,10.5,996.6,86
41,182,97,8.0,348.9,25
42,177,74,13.5,1004.3,61
55,180,79,13.5,1063.5,59
36,181,79,13.5,556.2,32
49,169,93,10.5,1008.4,64
30,189,83,10.5,1424.5,103
52,184,71,13.5,978.6,63
33,180,70,8.0,352.2,36
37,180,58,8.0,492.5,59
32,187,61,13.5,991.6,75
32,171,62,10.5,1277.3,113
36,158,89,8.0,1297.0,107
45,158,96,8.0,461.4,35
44,164,73,8.0,846.8,85
24,162,64,10.5,832.3,75
40,171,97,13.5,1916.9,90
19,165,71,10.5,633.6,50
41,181,62,8.0,334.3,38
35,151,48,13.5,512.9,46
49,175,45,10.5,813.8,105
18,163,94,13.5,2388.1,110
31,187,45,8.0,460.7,73
38,183,70,10.5,1409.2,110
26,157,89,13.5,2186.2,110
34,185,64,10.5,1222.1,104
38,170,96,8.0,1210.3,89
43,177,67,13.5,1487.2,96
29,155,54,8.0,832.5,117
49,169,55,13.5,235.1,19
21,180,85,8.0,353.7,30
42,182,85,8.0,280.5,25
29,156,49,10.5,412.3,49
43,157,45,8.0,579.3,89
30,158,61,10.5,593.4,56
40,151,66,8.0,893.2,101
19,166,78,8.0,1210.1,112
46,186,89,8.0,1115.1,95
51,166,85,13.5,459.7,24
30,187,73,10.5,1238.0,96
28,184,48,13.5,234.2,22
44,188,49,10.5,352.0,40
45,179,55,8.0,124.6,17
59,155,95,13.5,1619.4,73
33,153,65,10.5,1213.1,102
56,186,79,8.0,176.5,17
37,184,56,10.5,527.1,52
39,158,70,10.5,196.1,16
36,155,95,8.0,1479.3,113
27,162,63,13.5,427.9,31
50,171,89,8.0,1065.5,87
26,177,51,13.5,599.6,50
26,179,91,10.5,1546.4,100
59,185,99,10.5,1827.8,109
22,151,51,10.5,973.8,112
52,185,70,13.5,1614.8,102
40,157,84,8.0,1054.4,87
28,158,49,13.5,177.7,16
59,150,65,10.5,1097.2,99
39,162,58,10.5,484.3,48
43,164,48,8.0,269.3,41
53,181,67,13.5,734.0,51
22,183,86,10.5,1280.6,85
17,180,64,13.5,499.0,36
22,163,59,13.5,1125.8,82
38,163,94,8.0,365.9,28
57,178,96,8.0,1538.6,112
40,168,89,10.5,602.6,37
41,176,73,8.0,611.7,58
31,158,52,13.5,1347.9,120
42,186,85,8.0,1265.0,103
24,186,92,13.5,1683.7,79
40,177,63,10.5,1053.8,93
54,173,92,13.5,2183.7,110
22,177,83,8.0,1022.5,92
51,185,90,8.0,1551.9,119
58,167,72,10.5,917.9,75
17,174,90,8.0,1191.8,99
52,184,71,10.5,845.5,69
28,153,48,10.5,743.5,85
54,163,59,8.0,928.2,114
27,188,79,13.5,1833.7,99
28,175,81,10.5,892.2,64
58,157,45,13.5,1162.1,118
55,173,47,8.0,169.0,26
23,165,91,13.5,1926.2,93
27,169,68,13.5,438.9,29
52,164,71,13.5,487.6,31
47,156,84,13.5,881.6,48
49,166,80,8.0,530.1,49
29,171,78,8.0,581.8,53
34,171,73,13.5,1880.5,116
57,161,68,8.0,829.0,92
40,167,68,8.0,625.6,69
25,164,86,10.5,1084.6,73
47,186,48,8.0,131.5,19
57,165,47,13.5,459.7,44
26,154,78,8.0,185.7,18
18,151,93,8.0,370.0,29
54,177,67,8.0,1102.7,117
31,176,97,8.0,663.7,49
19,180,96,10.5,1445.7,88
59,185,67,13.5,1059.7,69
47,150,89,13.5,1622.9,80
22,178,49,8.0,485.2,74
19,150,75,8.0,380.9,38
27,157,97,10.5,1807.8,106
31,165,85,8.0,430.0,36
44,177,98,10.5,1040.6,58
26,171,50,13.5,513.5,46
54,167,81,13.5,2039.2,109
23,171,54,10.5,881.5,97
31,161,84,13.5,1276.4,65
34,168,51,8.0,707.7,99
34,174,83,8.0,197.7,17
57,154,82,10.5,1162.3,84
40,183,65,13.5,641.8,46
18,188,64,13.5,235.0,16
56,159,47,10.5,806.8,102
36,156,95,10.5,1168.4,73
50,186,66,13.5,1510.5,105
59,164,91,10.5,1329.7,87
42,173,48,8.0,611.8,91
